"pvp","referencia","controlstock","imagen","codfamilia","codsubcuentairpfcom","descripcion","codsubcuentacom","tipocodbarras","costemedio","stockmax","stockfis","codimpuesto","codbarras","observaciones","stockmin","idsubcuentacom","idsubcuentairpfcom"
"0.0000000","#22","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#30","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#32","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#33","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#34","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#37","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#39","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#416","1",,"CUER",,"Cuerda 1a de nylon para guitarra acustica",,"Code39","0.0000000","24.0000000","0.0000000","IVA13",,,"3.0000000",NULL,NULL
"0.0000000","#49","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#50","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#51","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#52","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#53","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#54","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#55","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#56","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#57","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#58","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#59","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#60","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#63","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#64","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#65","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#66","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#67","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#68","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#69","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#70","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#71","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#73","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#75","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#76","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#77","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#78","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#79","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#82","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#83","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#84","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
"0.0000000","#85","1",,"FAJ",,"FAJA",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,,"0.0000000",NULL,NULL
